,date,start_of_the_year,start_of_the_quarter,start_of_the_month
1831,2017-01-05,2017-01-01,2017-01-01,2017-01-01
1832,2017-01-06,2017-01-01,2017-01-01,2017-01-01
1833,2017-01-07,2017-01-01,2017-01-01,2017-01-01
1834,2017-01-08,2017-01-01,2017-01-01,2017-01-01
1835,2017-01-09,2017-01-01,2017-01-01,2017-01-01
1836,2017-01-10,2017-01-01,2017-01-01,2017-01-01
1837,2017-01-11,2017-01-01,2017-01-01,2017-01-01
1838,2017-01-12,2017-01-01,2017-01-01,2017-01-01
1839,2017-01-13,2017-01-01,2017-01-01,2017-01-01
1840,2017-01-14,2017-01-01,2017-01-01,2017-01-01
1841,2017-01-15,2017-01-01,2017-01-01,2017-01-01
1842,2017-01-16,2017-01-01,2017-01-01,2017-01-01
1843,2017-01-17,2017-01-01,2017-01-01,2017-01-01
1844,2017-01-18,2017-01-01,2017-01-01,2017-01-01
1845,2017-01-19,2017-01-01,2017-01-01,2017-01-01
1846,2017-01-20,2017-01-01,2017-01-01,2017-01-01
1847,2017-01-21,2017-01-01,2017-01-01,2017-01-01
1848,2017-01-22,2017-01-01,2017-01-01,2017-01-01
1849,2017-01-23,2017-01-01,2017-01-01,2017-01-01
1850,2017-01-24,2017-01-01,2017-01-01,2017-01-01
1851,2017-01-25,2017-01-01,2017-01-01,2017-01-01
1852,2017-01-26,2017-01-01,2017-01-01,2017-01-01
1853,2017-01-27,2017-01-01,2017-01-01,2017-01-01
1854,2017-01-28,2017-01-01,2017-01-01,2017-01-01
1855,2017-01-29,2017-01-01,2017-01-01,2017-01-01
1856,2017-01-30,2017-01-01,2017-01-01,2017-01-01
1857,2017-01-31,2017-01-01,2017-01-01,2017-01-01
1858,2017-02-01,2017-01-01,2017-01-01,2017-02-01
1859,2017-02-02,2017-01-01,2017-01-01,2017-02-01
1860,2017-02-03,2017-01-01,2017-01-01,2017-02-01
1861,2017-02-04,2017-01-01,2017-01-01,2017-02-01
1862,2017-02-05,2017-01-01,2017-01-01,2017-02-01
1863,2017-02-06,2017-01-01,2017-01-01,2017-02-01
1864,2017-02-07,2017-01-01,2017-01-01,2017-02-01
1865,2017-02-08,2017-01-01,2017-01-01,2017-02-01
1866,2017-02-09,2017-01-01,2017-01-01,2017-02-01
1867,2017-02-10,2017-01-01,2017-01-01,2017-02-01
1868,2017-02-11,2017-01-01,2017-01-01,2017-02-01
1869,2017-02-12,2017-01-01,2017-01-01,2017-02-01
1870,2017-02-13,2017-01-01,2017-01-01,2017-02-01
1871,2017-02-14,2017-01-01,2017-01-01,2017-02-01
1872,2017-02-15,2017-01-01,2017-01-01,2017-02-01
1873,2017-02-16,2017-01-01,2017-01-01,2017-02-01
1874,2017-02-17,2017-01-01,2017-01-01,2017-02-01
1875,2017-02-18,2017-01-01,2017-01-01,2017-02-01
1876,2017-02-19,2017-01-01,2017-01-01,2017-02-01
1877,2017-02-20,2017-01-01,2017-01-01,2017-02-01
1878,2017-02-21,2017-01-01,2017-01-01,2017-02-01
1879,2017-02-22,2017-01-01,2017-01-01,2017-02-01
1880,2017-02-23,2017-01-01,2017-01-01,2017-02-01
1881,2017-02-24,2017-01-01,2017-01-01,2017-02-01
1882,2017-02-25,2017-01-01,2017-01-01,2017-02-01
1883,2017-02-26,2017-01-01,2017-01-01,2017-02-01
1884,2017-02-27,2017-01-01,2017-01-01,2017-02-01
1885,2017-02-28,2017-01-01,2017-01-01,2017-02-01
1886,2017-03-01,2017-01-01,2017-01-01,2017-03-01
1887,2017-03-02,2017-01-01,2017-01-01,2017-03-01
1888,2017-03-03,2017-01-01,2017-01-01,2017-03-01
1889,2017-03-04,2017-01-01,2017-01-01,2017-03-01
1890,2017-03-05,2017-01-01,2017-01-01,2017-03-01
1891,2017-03-06,2017-01-01,2017-01-01,2017-03-01
1892,2017-03-07,2017-01-01,2017-01-01,2017-03-01
1893,2017-03-08,2017-01-01,2017-01-01,2017-03-01
1894,2017-03-09,2017-01-01,2017-01-01,2017-03-01
1895,2017-03-10,2017-01-01,2017-01-01,2017-03-01
1896,2017-03-11,2017-01-01,2017-01-01,2017-03-01
1897,2017-03-12,2017-01-01,2017-01-01,2017-03-01
1898,2017-03-13,2017-01-01,2017-01-01,2017-03-01
1899,2017-03-14,2017-01-01,2017-01-01,2017-03-01
1900,2017-03-15,2017-01-01,2017-01-01,2017-03-01
1901,2017-03-16,2017-01-01,2017-01-01,2017-03-01
1902,2017-03-17,2017-01-01,2017-01-01,2017-03-01
1903,2017-03-18,2017-01-01,2017-01-01,2017-03-01
1904,2017-03-19,2017-01-01,2017-01-01,2017-03-01
1905,2017-03-20,2017-01-01,2017-01-01,2017-03-01
1906,2017-03-21,2017-01-01,2017-01-01,2017-03-01
1907,2017-03-22,2017-01-01,2017-01-01,2017-03-01
1908,2017-03-23,2017-01-01,2017-01-01,2017-03-01
1909,2017-03-24,2017-01-01,2017-01-01,2017-03-01
1910,2017-03-25,2017-01-01,2017-01-01,2017-03-01
1911,2017-03-26,2017-01-01,2017-01-01,2017-03-01
1912,2017-03-27,2017-01-01,2017-01-01,2017-03-01
1913,2017-03-28,2017-01-01,2017-01-01,2017-03-01
1914,2017-03-29,2017-01-01,2017-01-01,2017-03-01
1915,2017-03-30,2017-01-01,2017-01-01,2017-03-01
1916,2017-03-31,2017-01-01,2017-01-01,2017-03-01
1917,2017-04-01,2017-01-01,2017-04-01,2017-04-01
1918,2017-04-02,2017-01-01,2017-04-01,2017-04-01
1919,2017-04-03,2017-01-01,2017-04-01,2017-04-01
1920,2017-04-04,2017-01-01,2017-04-01,2017-04-01
1921,2017-04-05,2017-01-01,2017-04-01,2017-04-01
1922,2017-04-06,2017-01-01,2017-04-01,2017-04-01
1923,2017-04-07,2017-01-01,2017-04-01,2017-04-01
1924,2017-04-08,2017-01-01,2017-04-01,2017-04-01
1925,2017-04-09,2017-01-01,2017-04-01,2017-04-01
1926,2017-04-10,2017-01-01,2017-04-01,2017-04-01
1927,2017-04-11,2017-01-01,2017-04-01,2017-04-01
1928,2017-04-12,2017-01-01,2017-04-01,2017-04-01
1929,2017-04-13,2017-01-01,2017-04-01,2017-04-01
1930,2017-04-14,2017-01-01,2017-04-01,2017-04-01
1931,2017-04-15,2017-01-01,2017-04-01,2017-04-01
1932,2017-04-16,2017-01-01,2017-04-01,2017-04-01
1933,2017-04-17,2017-01-01,2017-04-01,2017-04-01
1934,2017-04-18,2017-01-01,2017-04-01,2017-04-01
1935,2017-04-19,2017-01-01,2017-04-01,2017-04-01
1936,2017-04-20,2017-01-01,2017-04-01,2017-04-01
1937,2017-04-21,2017-01-01,2017-04-01,2017-04-01
1938,2017-04-22,2017-01-01,2017-04-01,2017-04-01
1939,2017-04-23,2017-01-01,2017-04-01,2017-04-01
1940,2017-04-24,2017-01-01,2017-04-01,2017-04-01
1941,2017-04-25,2017-01-01,2017-04-01,2017-04-01
1942,2017-04-26,2017-01-01,2017-04-01,2017-04-01
1943,2017-04-27,2017-01-01,2017-04-01,2017-04-01
1944,2017-04-28,2017-01-01,2017-04-01,2017-04-01
1945,2017-04-29,2017-01-01,2017-04-01,2017-04-01
1946,2017-04-30,2017-01-01,2017-04-01,2017-04-01
1947,2017-05-01,2017-01-01,2017-04-01,2017-05-01
1948,2017-05-02,2017-01-01,2017-04-01,2017-05-01
1949,2017-05-03,2017-01-01,2017-04-01,2017-05-01
1950,2017-05-04,2017-01-01,2017-04-01,2017-05-01
1951,2017-05-05,2017-01-01,2017-04-01,2017-05-01
1952,2017-05-06,2017-01-01,2017-04-01,2017-05-01
1953,2017-05-07,2017-01-01,2017-04-01,2017-05-01
1954,2017-05-08,2017-01-01,2017-04-01,2017-05-01
1955,2017-05-09,2017-01-01,2017-04-01,2017-05-01
1956,2017-05-10,2017-01-01,2017-04-01,2017-05-01
1957,2017-05-11,2017-01-01,2017-04-01,2017-05-01
1958,2017-05-12,2017-01-01,2017-04-01,2017-05-01
1959,2017-05-13,2017-01-01,2017-04-01,2017-05-01
1960,2017-05-14,2017-01-01,2017-04-01,2017-05-01
1961,2017-05-15,2017-01-01,2017-04-01,2017-05-01
1962,2017-05-16,2017-01-01,2017-04-01,2017-05-01
1963,2017-05-17,2017-01-01,2017-04-01,2017-05-01
1964,2017-05-18,2017-01-01,2017-04-01,2017-05-01
1965,2017-05-19,2017-01-01,2017-04-01,2017-05-01
1966,2017-05-20,2017-01-01,2017-04-01,2017-05-01
1967,2017-05-21,2017-01-01,2017-04-01,2017-05-01
1968,2017-05-22,2017-01-01,2017-04-01,2017-05-01
1969,2017-05-23,2017-01-01,2017-04-01,2017-05-01
1970,2017-05-24,2017-01-01,2017-04-01,2017-05-01
1971,2017-05-25,2017-01-01,2017-04-01,2017-05-01
1972,2017-05-26,2017-01-01,2017-04-01,2017-05-01
1973,2017-05-27,2017-01-01,2017-04-01,2017-05-01
1974,2017-05-28,2017-01-01,2017-04-01,2017-05-01
1975,2017-05-29,2017-01-01,2017-04-01,2017-05-01
1976,2017-05-30,2017-01-01,2017-04-01,2017-05-01
1977,2017-05-31,2017-01-01,2017-04-01,2017-05-01
1978,2017-06-01,2017-01-01,2017-04-01,2017-06-01
1979,2017-06-02,2017-01-01,2017-04-01,2017-06-01
1980,2017-06-03,2017-01-01,2017-04-01,2017-06-01
1981,2017-06-04,2017-01-01,2017-04-01,2017-06-01
1982,2017-06-05,2017-01-01,2017-04-01,2017-06-01
1983,2017-06-06,2017-01-01,2017-04-01,2017-06-01
1984,2017-06-07,2017-01-01,2017-04-01,2017-06-01
1985,2017-06-08,2017-01-01,2017-04-01,2017-06-01
1986,2017-06-09,2017-01-01,2017-04-01,2017-06-01
1987,2017-06-10,2017-01-01,2017-04-01,2017-06-01
1988,2017-06-11,2017-01-01,2017-04-01,2017-06-01
1989,2017-06-12,2017-01-01,2017-04-01,2017-06-01
1990,2017-06-13,2017-01-01,2017-04-01,2017-06-01
1991,2017-06-14,2017-01-01,2017-04-01,2017-06-01
1992,2017-06-15,2017-01-01,2017-04-01,2017-06-01
1993,2017-06-16,2017-01-01,2017-04-01,2017-06-01
1994,2017-06-17,2017-01-01,2017-04-01,2017-06-01
1995,2017-06-18,2017-01-01,2017-04-01,2017-06-01
1996,2017-06-19,2017-01-01,2017-04-01,2017-06-01
1997,2017-06-20,2017-01-01,2017-04-01,2017-06-01
1998,2017-06-21,2017-01-01,2017-04-01,2017-06-01
1999,2017-06-22,2017-01-01,2017-04-01,2017-06-01
2000,2017-06-23,2017-01-01,2017-04-01,2017-06-01
2001,2017-06-24,2017-01-01,2017-04-01,2017-06-01
2002,2017-06-25,2017-01-01,2017-04-01,2017-06-01
2003,2017-06-26,2017-01-01,2017-04-01,2017-06-01
2004,2017-06-27,2017-01-01,2017-04-01,2017-06-01
2005,2017-06-28,2017-01-01,2017-04-01,2017-06-01
2006,2017-06-29,2017-01-01,2017-04-01,2017-06-01
2007,2017-06-30,2017-01-01,2017-04-01,2017-06-01
2008,2017-07-01,2017-01-01,2017-07-01,2017-07-01
2009,2017-07-02,2017-01-01,2017-07-01,2017-07-01
2010,2017-07-03,2017-01-01,2017-07-01,2017-07-01
2011,2017-07-04,2017-01-01,2017-07-01,2017-07-01
2012,2017-07-05,2017-01-01,2017-07-01,2017-07-01
2013,2017-07-06,2017-01-01,2017-07-01,2017-07-01
2014,2017-07-07,2017-01-01,2017-07-01,2017-07-01
2015,2017-07-08,2017-01-01,2017-07-01,2017-07-01
2016,2017-07-09,2017-01-01,2017-07-01,2017-07-01
2017,2017-07-10,2017-01-01,2017-07-01,2017-07-01
2018,2017-07-11,2017-01-01,2017-07-01,2017-07-01
2019,2017-07-12,2017-01-01,2017-07-01,2017-07-01
2020,2017-07-13,2017-01-01,2017-07-01,2017-07-01
2021,2017-07-14,2017-01-01,2017-07-01,2017-07-01
2022,2017-07-15,2017-01-01,2017-07-01,2017-07-01
2023,2017-07-16,2017-01-01,2017-07-01,2017-07-01
2024,2017-07-17,2017-01-01,2017-07-01,2017-07-01
2025,2017-07-18,2017-01-01,2017-07-01,2017-07-01
2026,2017-07-19,2017-01-01,2017-07-01,2017-07-01
2027,2017-07-20,2017-01-01,2017-07-01,2017-07-01
2028,2017-07-21,2017-01-01,2017-07-01,2017-07-01
2029,2017-07-22,2017-01-01,2017-07-01,2017-07-01
2030,2017-07-23,2017-01-01,2017-07-01,2017-07-01
2031,2017-07-24,2017-01-01,2017-07-01,2017-07-01
2032,2017-07-25,2017-01-01,2017-07-01,2017-07-01
2033,2017-07-26,2017-01-01,2017-07-01,2017-07-01
2034,2017-07-27,2017-01-01,2017-07-01,2017-07-01
2035,2017-07-28,2017-01-01,2017-07-01,2017-07-01
2036,2017-07-29,2017-01-01,2017-07-01,2017-07-01
2037,2017-07-30,2017-01-01,2017-07-01,2017-07-01
2038,2017-07-31,2017-01-01,2017-07-01,2017-07-01
2039,2017-08-01,2017-01-01,2017-07-01,2017-08-01
2040,2017-08-02,2017-01-01,2017-07-01,2017-08-01
2041,2017-08-03,2017-01-01,2017-07-01,2017-08-01
2042,2017-08-04,2017-01-01,2017-07-01,2017-08-01
2043,2017-08-05,2017-01-01,2017-07-01,2017-08-01
2044,2017-08-06,2017-01-01,2017-07-01,2017-08-01
2045,2017-08-07,2017-01-01,2017-07-01,2017-08-01
2046,2017-08-08,2017-01-01,2017-07-01,2017-08-01
2047,2017-08-09,2017-01-01,2017-07-01,2017-08-01
2048,2017-08-10,2017-01-01,2017-07-01,2017-08-01
2049,2017-08-11,2017-01-01,2017-07-01,2017-08-01
2050,2017-08-12,2017-01-01,2017-07-01,2017-08-01
2051,2017-08-13,2017-01-01,2017-07-01,2017-08-01
2052,2017-08-14,2017-01-01,2017-07-01,2017-08-01
2053,2017-08-15,2017-01-01,2017-07-01,2017-08-01
2054,2017-08-16,2017-01-01,2017-07-01,2017-08-01
2055,2017-08-17,2017-01-01,2017-07-01,2017-08-01
2056,2017-08-18,2017-01-01,2017-07-01,2017-08-01
2057,2017-08-19,2017-01-01,2017-07-01,2017-08-01
2058,2017-08-20,2017-01-01,2017-07-01,2017-08-01
2059,2017-08-21,2017-01-01,2017-07-01,2017-08-01
2060,2017-08-22,2017-01-01,2017-07-01,2017-08-01
2061,2017-08-23,2017-01-01,2017-07-01,2017-08-01
2062,2017-08-24,2017-01-01,2017-07-01,2017-08-01
2063,2017-08-25,2017-01-01,2017-07-01,2017-08-01
2064,2017-08-26,2017-01-01,2017-07-01,2017-08-01
2065,2017-08-27,2017-01-01,2017-07-01,2017-08-01
2066,2017-08-28,2017-01-01,2017-07-01,2017-08-01
2067,2017-08-29,2017-01-01,2017-07-01,2017-08-01
2068,2017-08-30,2017-01-01,2017-07-01,2017-08-01
2069,2017-08-31,2017-01-01,2017-07-01,2017-08-01
2070,2017-09-01,2017-01-01,2017-07-01,2017-09-01
2071,2017-09-02,2017-01-01,2017-07-01,2017-09-01
2072,2017-09-03,2017-01-01,2017-07-01,2017-09-01
2073,2017-09-04,2017-01-01,2017-07-01,2017-09-01
2074,2017-09-05,2017-01-01,2017-07-01,2017-09-01
2075,2017-09-06,2017-01-01,2017-07-01,2017-09-01
2076,2017-09-07,2017-01-01,2017-07-01,2017-09-01
2077,2017-09-08,2017-01-01,2017-07-01,2017-09-01
2078,2017-09-09,2017-01-01,2017-07-01,2017-09-01
2079,2017-09-10,2017-01-01,2017-07-01,2017-09-01
2080,2017-09-11,2017-01-01,2017-07-01,2017-09-01
2081,2017-09-12,2017-01-01,2017-07-01,2017-09-01
2082,2017-09-13,2017-01-01,2017-07-01,2017-09-01
2083,2017-09-14,2017-01-01,2017-07-01,2017-09-01
2084,2017-09-15,2017-01-01,2017-07-01,2017-09-01
2085,2017-09-16,2017-01-01,2017-07-01,2017-09-01
2086,2017-09-17,2017-01-01,2017-07-01,2017-09-01
2087,2017-09-18,2017-01-01,2017-07-01,2017-09-01
2088,2017-09-19,2017-01-01,2017-07-01,2017-09-01
2089,2017-09-20,2017-01-01,2017-07-01,2017-09-01
2090,2017-09-21,2017-01-01,2017-07-01,2017-09-01
2091,2017-09-22,2017-01-01,2017-07-01,2017-09-01
2092,2017-09-23,2017-01-01,2017-07-01,2017-09-01
2093,2017-09-24,2017-01-01,2017-07-01,2017-09-01
2094,2017-09-25,2017-01-01,2017-07-01,2017-09-01
2095,2017-09-26,2017-01-01,2017-07-01,2017-09-01
2096,2017-09-27,2017-01-01,2017-07-01,2017-09-01
2097,2017-09-28,2017-01-01,2017-07-01,2017-09-01
2098,2017-09-29,2017-01-01,2017-07-01,2017-09-01
2099,2017-09-30,2017-01-01,2017-07-01,2017-09-01
2100,2017-10-01,2017-01-01,2017-10-01,2017-10-01
2101,2017-10-02,2017-01-01,2017-10-01,2017-10-01
2102,2017-10-03,2017-01-01,2017-10-01,2017-10-01
2103,2017-10-04,2017-01-01,2017-10-01,2017-10-01
2104,2017-10-05,2017-01-01,2017-10-01,2017-10-01
2105,2017-10-06,2017-01-01,2017-10-01,2017-10-01
2106,2017-10-07,2017-01-01,2017-10-01,2017-10-01
2107,2017-10-08,2017-01-01,2017-10-01,2017-10-01
2108,2017-10-09,2017-01-01,2017-10-01,2017-10-01
2109,2017-10-10,2017-01-01,2017-10-01,2017-10-01
2110,2017-10-11,2017-01-01,2017-10-01,2017-10-01
2111,2017-10-12,2017-01-01,2017-10-01,2017-10-01
2112,2017-10-13,2017-01-01,2017-10-01,2017-10-01
2113,2017-10-14,2017-01-01,2017-10-01,2017-10-01
2114,2017-10-15,2017-01-01,2017-10-01,2017-10-01
2115,2017-10-16,2017-01-01,2017-10-01,2017-10-01
2116,2017-10-17,2017-01-01,2017-10-01,2017-10-01
2117,2017-10-18,2017-01-01,2017-10-01,2017-10-01
2118,2017-10-19,2017-01-01,2017-10-01,2017-10-01
2119,2017-10-20,2017-01-01,2017-10-01,2017-10-01
2120,2017-10-21,2017-01-01,2017-10-01,2017-10-01
2121,2017-10-22,2017-01-01,2017-10-01,2017-10-01
2122,2017-10-23,2017-01-01,2017-10-01,2017-10-01
2123,2017-10-24,2017-01-01,2017-10-01,2017-10-01
2124,2017-10-25,2017-01-01,2017-10-01,2017-10-01
2125,2017-10-26,2017-01-01,2017-10-01,2017-10-01
2126,2017-10-27,2017-01-01,2017-10-01,2017-10-01
2127,2017-10-28,2017-01-01,2017-10-01,2017-10-01
2128,2017-10-29,2017-01-01,2017-10-01,2017-10-01
2129,2017-10-30,2017-01-01,2017-10-01,2017-10-01
2130,2017-10-31,2017-01-01,2017-10-01,2017-10-01
2131,2017-11-01,2017-01-01,2017-10-01,2017-11-01
2132,2017-11-02,2017-01-01,2017-10-01,2017-11-01
2133,2017-11-03,2017-01-01,2017-10-01,2017-11-01
2134,2017-11-04,2017-01-01,2017-10-01,2017-11-01
2135,2017-11-05,2017-01-01,2017-10-01,2017-11-01
2136,2017-11-06,2017-01-01,2017-10-01,2017-11-01
2137,2017-11-07,2017-01-01,2017-10-01,2017-11-01
2138,2017-11-08,2017-01-01,2017-10-01,2017-11-01
2139,2017-11-09,2017-01-01,2017-10-01,2017-11-01
2140,2017-11-10,2017-01-01,2017-10-01,2017-11-01
2141,2017-11-11,2017-01-01,2017-10-01,2017-11-01
2142,2017-11-12,2017-01-01,2017-10-01,2017-11-01
2143,2017-11-13,2017-01-01,2017-10-01,2017-11-01
2144,2017-11-14,2017-01-01,2017-10-01,2017-11-01
2145,2017-11-15,2017-01-01,2017-10-01,2017-11-01
2146,2017-11-16,2017-01-01,2017-10-01,2017-11-01
2147,2017-11-17,2017-01-01,2017-10-01,2017-11-01
2148,2017-11-18,2017-01-01,2017-10-01,2017-11-01
2149,2017-11-19,2017-01-01,2017-10-01,2017-11-01
2150,2017-11-20,2017-01-01,2017-10-01,2017-11-01
2151,2017-11-21,2017-01-01,2017-10-01,2017-11-01
2152,2017-11-22,2017-01-01,2017-10-01,2017-11-01
2153,2017-11-23,2017-01-01,2017-10-01,2017-11-01
2154,2017-11-24,2017-01-01,2017-10-01,2017-11-01
2155,2017-11-25,2017-01-01,2017-10-01,2017-11-01
2156,2017-11-26,2017-01-01,2017-10-01,2017-11-01
2157,2017-11-27,2017-01-01,2017-10-01,2017-11-01
2158,2017-11-28,2017-01-01,2017-10-01,2017-11-01
2159,2017-11-29,2017-01-01,2017-10-01,2017-11-01
2160,2017-11-30,2017-01-01,2017-10-01,2017-11-01
2161,2017-12-01,2017-01-01,2017-10-01,2017-12-01
2162,2017-12-02,2017-01-01,2017-10-01,2017-12-01
2163,2017-12-03,2017-01-01,2017-10-01,2017-12-01
2164,2017-12-04,2017-01-01,2017-10-01,2017-12-01
2165,2017-12-05,2017-01-01,2017-10-01,2017-12-01
2166,2017-12-06,2017-01-01,2017-10-01,2017-12-01
2167,2017-12-07,2017-01-01,2017-10-01,2017-12-01
2168,2017-12-08,2017-01-01,2017-10-01,2017-12-01
2169,2017-12-09,2017-01-01,2017-10-01,2017-12-01
2170,2017-12-10,2017-01-01,2017-10-01,2017-12-01
2171,2017-12-11,2017-01-01,2017-10-01,2017-12-01
2172,2017-12-12,2017-01-01,2017-10-01,2017-12-01
2173,2017-12-13,2017-01-01,2017-10-01,2017-12-01
2174,2017-12-14,2017-01-01,2017-10-01,2017-12-01
2175,2017-12-15,2017-01-01,2017-10-01,2017-12-01
2176,2017-12-16,2017-01-01,2017-10-01,2017-12-01
2177,2017-12-17,2017-01-01,2017-10-01,2017-12-01
2178,2017-12-18,2017-01-01,2017-10-01,2017-12-01
2179,2017-12-19,2017-01-01,2017-10-01,2017-12-01
2180,2017-12-20,2017-01-01,2017-10-01,2017-12-01
2181,2017-12-21,2017-01-01,2017-10-01,2017-12-01
2182,2017-12-22,2017-01-01,2017-10-01,2017-12-01
2183,2017-12-23,2017-01-01,2017-10-01,2017-12-01
2184,2017-12-24,2017-01-01,2017-10-01,2017-12-01
2185,2017-12-25,2017-01-01,2017-10-01,2017-12-01
2186,2017-12-26,2017-01-01,2017-10-01,2017-12-01
2187,2017-12-27,2017-01-01,2017-10-01,2017-12-01
2188,2017-12-28,2017-01-01,2017-10-01,2017-12-01
2189,2017-12-29,2017-01-01,2017-10-01,2017-12-01
2190,2017-12-30,2017-01-01,2017-10-01,2017-12-01
2191,2017-12-31,2017-01-01,2017-10-01,2017-12-01
2192,2018-01-01,2018-01-01,2018-01-01,2018-01-01
2193,2018-01-02,2018-01-01,2018-01-01,2018-01-01
2194,2018-01-03,2018-01-01,2018-01-01,2018-01-01
2195,2018-01-04,2018-01-01,2018-01-01,2018-01-01
2196,2018-01-05,2018-01-01,2018-01-01,2018-01-01
2197,2018-01-06,2018-01-01,2018-01-01,2018-01-01
2198,2018-01-07,2018-01-01,2018-01-01,2018-01-01
2199,2018-01-08,2018-01-01,2018-01-01,2018-01-01
2200,2018-01-09,2018-01-01,2018-01-01,2018-01-01
2201,2018-01-10,2018-01-01,2018-01-01,2018-01-01
2202,2018-01-11,2018-01-01,2018-01-01,2018-01-01
2203,2018-01-12,2018-01-01,2018-01-01,2018-01-01
2204,2018-01-13,2018-01-01,2018-01-01,2018-01-01
2205,2018-01-14,2018-01-01,2018-01-01,2018-01-01
2206,2018-01-15,2018-01-01,2018-01-01,2018-01-01
2207,2018-01-16,2018-01-01,2018-01-01,2018-01-01
2208,2018-01-17,2018-01-01,2018-01-01,2018-01-01
2209,2018-01-18,2018-01-01,2018-01-01,2018-01-01
2210,2018-01-19,2018-01-01,2018-01-01,2018-01-01
2211,2018-01-20,2018-01-01,2018-01-01,2018-01-01
2212,2018-01-21,2018-01-01,2018-01-01,2018-01-01
2213,2018-01-22,2018-01-01,2018-01-01,2018-01-01
2214,2018-01-23,2018-01-01,2018-01-01,2018-01-01
2215,2018-01-24,2018-01-01,2018-01-01,2018-01-01
2216,2018-01-25,2018-01-01,2018-01-01,2018-01-01
2217,2018-01-26,2018-01-01,2018-01-01,2018-01-01
2218,2018-01-27,2018-01-01,2018-01-01,2018-01-01
2219,2018-01-28,2018-01-01,2018-01-01,2018-01-01
2220,2018-01-29,2018-01-01,2018-01-01,2018-01-01
2221,2018-01-30,2018-01-01,2018-01-01,2018-01-01
2222,2018-01-31,2018-01-01,2018-01-01,2018-01-01
2223,2018-02-01,2018-01-01,2018-01-01,2018-02-01
2224,2018-02-02,2018-01-01,2018-01-01,2018-02-01
2225,2018-02-03,2018-01-01,2018-01-01,2018-02-01
2226,2018-02-04,2018-01-01,2018-01-01,2018-02-01
2227,2018-02-05,2018-01-01,2018-01-01,2018-02-01
2228,2018-02-06,2018-01-01,2018-01-01,2018-02-01
2229,2018-02-07,2018-01-01,2018-01-01,2018-02-01
2230,2018-02-08,2018-01-01,2018-01-01,2018-02-01
2231,2018-02-09,2018-01-01,2018-01-01,2018-02-01
2232,2018-02-10,2018-01-01,2018-01-01,2018-02-01
2233,2018-02-11,2018-01-01,2018-01-01,2018-02-01
2234,2018-02-12,2018-01-01,2018-01-01,2018-02-01
2235,2018-02-13,2018-01-01,2018-01-01,2018-02-01
2236,2018-02-14,2018-01-01,2018-01-01,2018-02-01
2237,2018-02-15,2018-01-01,2018-01-01,2018-02-01
2238,2018-02-16,2018-01-01,2018-01-01,2018-02-01
2239,2018-02-17,2018-01-01,2018-01-01,2018-02-01
2240,2018-02-18,2018-01-01,2018-01-01,2018-02-01
2241,2018-02-19,2018-01-01,2018-01-01,2018-02-01
2242,2018-02-20,2018-01-01,2018-01-01,2018-02-01
2243,2018-02-21,2018-01-01,2018-01-01,2018-02-01
2244,2018-02-22,2018-01-01,2018-01-01,2018-02-01
2245,2018-02-23,2018-01-01,2018-01-01,2018-02-01
2246,2018-02-24,2018-01-01,2018-01-01,2018-02-01
2247,2018-02-25,2018-01-01,2018-01-01,2018-02-01
2248,2018-02-26,2018-01-01,2018-01-01,2018-02-01
2249,2018-02-27,2018-01-01,2018-01-01,2018-02-01
2250,2018-02-28,2018-01-01,2018-01-01,2018-02-01
2251,2018-03-01,2018-01-01,2018-01-01,2018-03-01
2252,2018-03-02,2018-01-01,2018-01-01,2018-03-01
2253,2018-03-03,2018-01-01,2018-01-01,2018-03-01
2254,2018-03-04,2018-01-01,2018-01-01,2018-03-01
2255,2018-03-05,2018-01-01,2018-01-01,2018-03-01
2256,2018-03-06,2018-01-01,2018-01-01,2018-03-01
2257,2018-03-07,2018-01-01,2018-01-01,2018-03-01
2258,2018-03-08,2018-01-01,2018-01-01,2018-03-01
2259,2018-03-09,2018-01-01,2018-01-01,2018-03-01
2260,2018-03-10,2018-01-01,2018-01-01,2018-03-01
2261,2018-03-11,2018-01-01,2018-01-01,2018-03-01
2262,2018-03-12,2018-01-01,2018-01-01,2018-03-01
2263,2018-03-13,2018-01-01,2018-01-01,2018-03-01
2264,2018-03-14,2018-01-01,2018-01-01,2018-03-01
2265,2018-03-15,2018-01-01,2018-01-01,2018-03-01
2266,2018-03-16,2018-01-01,2018-01-01,2018-03-01
2267,2018-03-17,2018-01-01,2018-01-01,2018-03-01
2268,2018-03-18,2018-01-01,2018-01-01,2018-03-01
2269,2018-03-19,2018-01-01,2018-01-01,2018-03-01
2270,2018-03-20,2018-01-01,2018-01-01,2018-03-01
2271,2018-03-21,2018-01-01,2018-01-01,2018-03-01
2272,2018-03-22,2018-01-01,2018-01-01,2018-03-01
2273,2018-03-23,2018-01-01,2018-01-01,2018-03-01
2274,2018-03-24,2018-01-01,2018-01-01,2018-03-01
2275,2018-03-25,2018-01-01,2018-01-01,2018-03-01
2276,2018-03-26,2018-01-01,2018-01-01,2018-03-01
2277,2018-03-27,2018-01-01,2018-01-01,2018-03-01
2278,2018-03-28,2018-01-01,2018-01-01,2018-03-01
2279,2018-03-29,2018-01-01,2018-01-01,2018-03-01
2280,2018-03-30,2018-01-01,2018-01-01,2018-03-01
