,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
246,870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159.0,Married,Star,,Standard,,,,
247,958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159.0,Married,Star,,Standard,,,,
248,837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928.0,Married,Star,,Standard,,,,
249,395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,,Standard,,,,
250,136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131.0,Married,Star,,Standard,,,,
251,780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92131.0,Married,Star,,Standard,,,,
252,166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551.0,Single,Star,,Standard,,,,
253,217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551.0,Single,Star,,Standard,,,,
254,263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551.0,Single,Star,,Standard,,,,
255,638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551.0,Single,Star,,Standard,,,,
256,695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551.0,Single,Star,,Standard,,,,
257,871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,114551.0,Single,Star,,Standard,,,,
258,915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,114551.0,Single,Star,,Standard,,,,
259,642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908.0,Married,Star,,Standard,,,,
260,833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,,Standard,,,,
261,275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262.0,Married,Star,,Standard,,,,
262,374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262.0,Married,Star,,Standard,,,,4.0
263,384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262.0,Married,Star,,Standard,,,,
264,559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,87262.0,Married,Star,,Standard,,,,
265,564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262.0,Married,Star,,Standard,,,,
266,277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838.0,Divorced,Star,,Standard,,,,
267,176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90142.0,Married,Star,,Standard,,,2016.0,
268,732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142.0,Married,Star,,Standard,,,,
269,793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,,Standard,,,,
270,830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,,Standard,,,,
271,223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964.0,Married,Star,,Standard,,,,
272,723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,74964.0,Married,Star,,Standard,,,,
273,879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,71797.0,Divorced,Star,,Standard,,,,
274,966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797.0,Divorced,Star,,Standard,,,,
275,258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,,Standard,,,2017.0,
276,265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692.0,Single,Star,,Standard,,,,
277,474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,218703.0,Married,Star,,Standard,,,2018.0,
278,474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,50951.0,Single,Star,,Standard,,,2016.0,
279,202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427.0,Married,Star,,Standard,,,,8.0
280,497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427.0,Married,Star,,Standard,,,,
281,971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Star,,Standard,,,2015.0,
282,134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78573.0,Divorced,Star,,Standard,,,,
283,474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78573.0,Divorced,Star,,Standard,,,2015.0,
284,635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573.0,Divorced,Star,,Standard,,,,
285,980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573.0,Divorced,Star,,Standard,,,,
286,995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,78573.0,Divorced,Star,,Standard,,,,
287,861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,,Standard,,,,
288,639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46978.0,Married,Star,,Standard,,,,
289,769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040.0,Married,Star,,Standard,,,,
290,884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040.0,Married,Star,,Standard,,,,
291,207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93733.0,Single,Star,,Standard,,,,
292,236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522.0,Married,Star,,Standard,,,2016.0,
293,543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,72027.0,Single,Star,,Standard,,,,
294,639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027.0,Single,Star,,Standard,,,,
295,998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427.0,Married,Star,,Standard,,,,
296,283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,,Standard,,,,
297,863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52922.0,Married,Star,,Standard,,,,
298,816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,,Standard,,,,
299,440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68812.0,Married,Star,,Standard,,,,
300,531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,,Standard,,,,4.0
301,585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,,Standard,,,,
302,347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444.0,Married,Star,,Standard,,,,
303,417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100.0,Married,Star,,Standard,,,,
304,514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91100.0,Married,Star,,Standard,,,,
305,203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53610.0,Married,Star,,Standard,,,,
306,181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770.0,Married,Star,,Standard,,,,
307,261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770.0,Married,Star,,Standard,,,,
308,679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770.0,Married,Star,,Standard,,,,
309,977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,,2018 Promotion,,,,
310,122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,49512.0,Married,Star,,Standard,,,,
311,274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188.0,Married,Star,,Standard,,,2018.0,
312,443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,73327.0,Single,Nova,,2018 Promotion,,,,
313,652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749.0,Divorced,Star,,Standard,,,,
314,603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Star,,Standard,,,,
315,948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499.0,Married,Star,,Standard,,,,
316,605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,,Standard,,,,
317,994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53530.0,Single,Star,,Standard,,,,
318,766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,71936.0,Divorced,Star,,Standard,,,,
319,556492,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Nova,,2018 Promotion,,,,
320,702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,94440.0,Divorced,Star,,Standard,,,,
321,798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94440.0,Divorced,Star,,Standard,,,,
322,641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194.0,Married,Star,,Standard,,,,
323,406047,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,,Standard,,,,
324,538902,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,,Standard,,,,
325,855602,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,60704.0,Single,Nova,,2018 Promotion,,,,
326,883242,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,,Standard,,,,
327,909134,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,,Standard,,,,
328,294753,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,,Standard,,,,
329,606076,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,77162.0,Married,Star,,Standard,,,,
330,120613,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,,Standard,,,,
331,520094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52881.0,Married,Star,,Standard,,,,
332,754539,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,,Standard,,,,
333,189611,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,,Standard,,,,
334,971599,Canada,Alberta,Banff,T4V 1D4,Male,College,,Single,Star,,Standard,,,,
335,485189,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Star,,Standard,,,,
336,521384,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71069.0,Married,Star,,Standard,,,,
337,128039,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,94052.0,Married,Star,,Standard,,,,
338,565133,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62202.0,Divorced,Star,,Standard,,,,
339,947876,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,101171.0,Married,Star,,Standard,,,,
340,138746,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,57020.0,Married,Star,,Standard,,,,
341,564707,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,57020.0,Married,Star,,Standard,,,,
342,712114,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,87293.0,Married,Nova,,2018 Promotion,,,,
343,174996,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,,Standard,,,,
344,798854,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,,Standard,,,,
345,800075,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,62621.0,Single,Star,,Standard,,,,
346,410384,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,,Standard,,,,
347,692304,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,,Standard,,,,
348,991672,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,,Standard,,,,
349,344180,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,,Standard,,,,
350,703338,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,,Standard,,,,
351,922388,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,91236.0,Married,Star,,Standard,,,,
352,471018,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,50047.0,Married,Star,,Standard,,,2017.0,
353,655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,60806.0,Single,Star,,Standard,,,,
354,787472,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,,Standard,,,,
355,667687,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,,Standard,,,,
356,348920,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,95947.0,Married,Star,,Standard,,,,
357,523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,95947.0,Married,Star,,Standard,,,,
358,430521,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,47639.0,Divorced,Star,,Standard,,,,
359,981581,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,71398.0,Married,Star,,Standard,,,,
360,639510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,,Standard,,,,
361,744675,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60757.0,Married,Star,,Standard,,,,
362,289177,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,55909.0,Married,Star,,Standard,,,,
363,271641,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,,2018 Promotion,,,2018.0,
364,357149,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,,Standard,,,,
365,876207,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,99902.0,Married,Star,,Standard,,,,
366,224384,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97789.0,Married,Star,,Standard,,,,
367,650445,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79568.0,Married,Star,,Standard,,,,
368,399982,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,,Standard,,,,
369,228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254.0,Married,Star,,Standard,,,,
370,221388,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Star,,Standard,,,,
371,710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49253.0,Married,Star,,Standard,,,,
372,591576,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,,Standard,,,,
373,696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58713.0,Single,Nova,,2018 Promotion,,,,
374,836475,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75487.0,Married,Star,,Standard,,,,6.0
375,686223,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,33651.0,Married,Nova,,2018 Promotion,,,,
376,450979,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,,Standard,,,,
377,392235,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53768.0,Single,Star,,Standard,,,,
378,529218,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,,Standard,,,,6.0
379,549132,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,56443.0,Married,Star,,Standard,,,,
380,782523,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,56443.0,Married,Star,,Standard,,,,
381,566343,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,,Standard,,,2015.0,
382,263729,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,94208.0,Single,Star,,Standard,,,2014.0,
383,326561,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208.0,Single,Star,,Standard,,,2017.0,
384,430880,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,102644.0,Single,Nova,,2018 Promotion,,,,
385,216652,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,73496.0,Married,Nova,,2018 Promotion,,,2018.0,
386,561092,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,48849.0,Married,Star,,Standard,,,,
387,234866,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,,Standard,,,,
388,721984,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59500.0,Married,Star,,Standard,,,,
389,772397,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,80050.0,Married,Star,,Standard,,,,
390,685792,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60582.0,Divorced,Star,,Standard,,,2017.0,
391,344199,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Married,Star,,Standard,,,,
392,909385,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,44510.0,Single,Star,,Standard,,,,
393,211043,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,,Standard,,,,
394,459801,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,,Standard,,,,
395,958243,Canada,Ontario,London,M5B 3E4,Male,College,,Married,Star,,Standard,,,,
396,517758,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,269011.0,Divorced,Star,,Standard,,,,
397,712062,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,269011.0,Divorced,Star,,Standard,,,,
398,845945,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,98851.0,Divorced,Star,,Standard,,,,
399,324707,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,,Standard,,,,
400,184635,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104581.0,Single,Star,,Standard,,,,
401,947123,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55985.0,Single,Star,,Standard,,,2018.0,
402,432598,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67447.0,Married,Star,,Standard,,,,
403,524483,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67447.0,Married,Star,,Standard,,,,
404,413445,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,68171.0,Divorced,Star,,Standard,,,2018.0,
405,257575,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460.0,Married,Star,,Standard,,,,
406,352834,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,58212.0,Married,Star,,Standard,,,,
407,127590,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,80927.0,Married,Star,,Standard,,,,
408,846374,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,48538.0,Married,Star,,Standard,,,,
409,651054,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101280.0,Married,Star,,Standard,,,,
410,674637,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83167.0,Married,Nova,,2018 Promotion,,,,
411,130368,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92859.0,Married,Star,,Standard,,,,
412,752331,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,85766.0,Married,Star,,Standard,,,,
413,986825,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,85766.0,Married,Star,,Standard,,,,
414,882024,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,,Standard,,,,
415,981343,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,,Standard,,,,
416,101581,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,87781.0,Married,Star,,Standard,,,,
417,321557,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,101826.0,Divorced,Star,,Standard,,,2014.0,
418,390719,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69609.0,Married,Star,,Standard,,,2014.0,
419,329358,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,89923.0,Single,Star,,Standard,,,,
420,497494,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,59207.0,Married,Star,,Standard,,,,
421,821379,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,59207.0,Married,Star,,Standard,,,2018.0,
422,361816,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,65673.0,Single,Star,,Standard,,,,
423,517612,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,65673.0,Single,Star,,Standard,,,2016.0,
424,734192,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,65673.0,Single,Star,,Standard,,,,
425,774724,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,65673.0,Single,Star,,Standard,,,,
426,984824,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,94891.0,Married,Nova,,2018 Promotion,,,,
427,906396,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,,Standard,,,,
428,722976,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,53315.0,Married,Star,,Standard,,,,
429,747304,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62030.0,Divorced,Star,,Standard,,,,
430,613804,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Star,,Standard,,,,
431,995877,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,,Standard,,,,
432,446968,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,102934.0,Single,Star,,Standard,,,2015.0,
433,123928,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,52589.0,Divorced,Star,,Standard,,,,
434,237105,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52589.0,Divorced,Star,,Standard,,,,
435,395026,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,,Standard,,,,
436,702493,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,,Standard,,,2017.0,
437,894466,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,80692.0,Married,Star,,Standard,,,,
438,610393,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,90071.0,Divorced,Star,,Standard,,,,
439,800726,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,90071.0,Divorced,Star,,Standard,,,,
440,111171,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,,Standard,,,,
441,133324,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,62527.0,Married,Nova,,2018 Promotion,,,,
442,842064,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,,Standard,,,2014.0,
443,149542,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,89094.0,Married,Star,,Standard,,,2014.0,
444,779434,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,,Standard,,,,
445,203184,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,53204.0,Married,Star,,Standard,,,,
446,225077,Canada,Saskatchewan,Regina,S6J 3G0,Female,Master,123828.0,Married,Star,,Standard,,,,
447,365816,Canada,Ontario,Toronto,P5S 6R4,Male,Master,123828.0,Married,Star,,Standard,,,,
448,781463,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,123828.0,Married,Star,,Standard,,,,
449,644786,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,102899.0,Married,Star,,Standard,,,,
450,441440,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,50797.0,Single,Star,,Standard,,,,
451,756791,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,,Standard,,,,
452,676676,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Star,,Standard,,,2016.0,
453,401858,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,,Standard,,,2018.0,
454,819569,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,,Standard,,,,
455,428826,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,63029.0,Single,Star,,Standard,,,,
456,132563,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,,2018 Promotion,,,,
457,518533,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,59369.0,Married,Star,,Standard,,,,
458,568547,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Married,Star,,Standard,,,,
459,761007,Canada,Ontario,Toronto,P1J 8T7,Female,Master,128352.0,Single,Star,,Standard,,,,
460,830931,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,66731.0,Single,Star,,Standard,,,,
461,229204,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,,Standard,,,,
462,437269,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,,Standard,,,2018.0,
463,202761,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Married,Star,,Standard,,,2014.0,
464,723390,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54139.0,Divorced,Star,,Standard,,,2017.0,
465,956005,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,96476.0,Divorced,Star,,Standard,,,,
466,683361,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53178.0,Married,Star,,Standard,,,,
467,370486,Canada,Ontario,Toronto,M2M 7K8,Female,Doctor,148510.0,Single,Star,,Standard,,,,
468,279919,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,97643.0,Married,Star,,Standard,,,,
469,635249,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,,Standard,,,,
470,849415,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,,Standard,,,,
471,334003,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,70874.0,Married,Star,,Standard,,,,
